,Artist,Track,ID
354,Britney Spears,Circus,['7jk7gqyEonmVVYahZN5zhW']
355,Clean Bandit,Solo (feat. Demi Lovato),['6kPJZM97LwdG9QIsT7khp6']
356,Cocteau Twins,In Our Angelhood,['4MaTOuX0QlD6Tla2ig7X80']
357,Creedence Clearwater Revival,Have You Ever Seen the Rain,['5DnT9a5IM3eMjKgXTWVJvi']
358,Culture Club,Karma Chameleon (Original Version),[]
359,Depeche Mode,Freestate,['4vlCqX4VDy8VkxfrkL23K1']
360,Depeche Mode,Sister of Night,['0FFu40edk0VCjrsfLWZjcO']
361,Depeche Mode,The Sun And The Rainfall,['76yfcXu9VCEpAQLIa38dJ3']
362,Doja Cat,Say So,['3Dv1eDb0MEgF93GpLXlucZ']
363,Echo & the Bunnymen,The Back of Love,['6C7IqRhtNqn1pAdzEqaJrV']
364,Franz Ferdinand,The Dark of the MatinÃ©e,[]
365,Gorillaz,Kids With Guns,['0eEgMbSzOHmkOeVuNC3E0k']
366,Joy Division,The Eternal - 2007 Remaster,['7rLB8H9GIzlxgXxXVqQltR']
367,Katy Perry,I Kissed a Girl,['005lwxGU1tms6HGELIcUv9']
368,Linkin Park,Faint,['4Yf5bqU3NK4kNOypcrLYwU']
369,Linkin Park,Figure.09,['3yE7LC2ZyNWsLRSXHb0J06']
370,Linkin Park,Somewhere I Belong,['3agtg0x11wPvLIWkYR39nZ']
371,Linkin Park,With You,['5uuXtfqM7Wp3idCxyHeOll']
372,Metallica,For Whom the Bell Tolls,['51YZAJhOwIC5Gg3jMbAmhZ']
373,Neil Young,On the Beach,['1Y8L4hT9CDJH6ROK2XGxgO']
374,Oasis,Slide Away,['1AvavliFQoc2l0ZCCWa5VG']
375,Parks, Squares and Alleys,[]
376,Radiohead,A Wolf at the Door. (It Girl. Rag Doll.),[]
377,Radiohead,Creep,['70LcF31zb1H0PyJoS1Sx1r']
378,Simon & Garfunkel,Baby Driver,['5Bh8l8evdBSIoaK6EP1bWI']
379,Slowdive,Avalyn II,['2Ue894AYFKuHXCXbosikTS']
380,Sunnyboys,Let You Go,[]
381,Talking Heads,Memories Can't Wait,['6ZkdsPHBRDlzK5VjWDgByG']
382,Talking Heads,Psycho Killer - 2005 Remaster,['1i6N76fftMZhijOzFQ5ZtL']
383,Talking Heads,The Overload,['4627xzFkr4qymUx03um6FX']
384,Tame Impala,Keep On Lying,['2UYHP0RQqPFvue0Ygs5Amm']
385,The Cure,A Short Term Effect,['4GiVSZ0UcbW0vzVMLnBdDT']
386,The Cure,Primary,['6nm0hSPGUOJGSBcLeDlgFT']
387,The Cure,Secrets,['55oC4vGPFA0QBBooQ2NHHl']
388,The Eagles,Witchy Woman,['5FcpJxKATnCv9aEaBtue3f']
389,The Growlers,Monotonia,['58uDCyprC3aa3x70fUv8dk']
390,The Jesus and Mary Chain,Nine Million Rainy Days,['77UPPPUsW9xaoA9rFYaJuO']
391,The Kinks,Sunny Afternoon,['0DQqzCHlPyKQXfF8uL01SI']
392,The Neighbourhood,Daddy Issues,['5E30LdtzQTGqRvNd7l6kG5']
393,The Neighbourhood,Sweater Weather,['2QjOHCTQ1Jl3zawyYOpxh6']
394,The Stone Roses,I Wanna Be Adored,['758wEKVqfYopJIHYWdLVd4']
395,The Velvet Underground,Candy Says,['2Vp0ue7NNLHFF6RKSdOEuN']
396,The Velvet Underground,Cool It Down,['7tB0WAex7rPRsOz5ymMIxd']
397,The Verve,Appalachian Springs,['4HiicaYdlfP0gJFc4TonMA']
398,Weyes Blood,Everyday,['2VYqgye3Wf9ySE4qYM3iJn']
399,Weyes Blood,Something to Believe,['30TCAxiC8zVb5NVdUoUuCS']
400,Whitesnake,Here I Go Again,['1qOU8KzFifXE9YrgjVwYvc']
401,Andy Gibb,Shadow Dancing,['3unwRUV5qbjMmH3NJtaODy']
402,Arctic Monkeys,Mardy Bum,['3geFzA6VBSNZUTmV3bCry6']
403,Billy Bragg,California Stars,['38paDDziQ57k1f4VfKTeGk']
404,Black Sabbath,Snowblind,['5w091st8zPd8c01LFzTY8B']
405,Bloc Party,Helicopter,['7vjzFWG4neQ9YYMN9yZ9hr']
406,BLV,Badunkadunk,['3xrhNPGLAupkRWldQWtL1Y']
407,Bronski Beat,Smalltown Boy,['5vmRQ3zELMLUQPo2FLQ76x']
408,Cage the Elephant,Come a Little Closer,['4sebUbjqbcgDSwG6PbSGI0']
409,Cocteau Twins,Five Ten Fiftyfold,['18Rbm3tXY2aCqLwRQL9gHu']
410,Coldplay,Clocks,['0BCPKOYdS2jbQ8iyB56Zns']
411,Coldplay,Trouble,['0R8P9KfGJCDULmlEoBagcO']
412,Coldplay,X&Y,['2rxp56vVQp1zzumJ0eHLmw']
413,Coldplay,Yellow,['3AJwUDP919kvQ9QcozQPxg']
414,Daft Punk,Instant Crush (feat. Julian Casablancas),['2cGxRwrMyEAp8dEbuZaVv6']
415,Depeche Mode,Sweetest Perfection,['2YGFDRqaOnejsnTkKe4VKE']
416,Depeche Mode,Useless,['1BjWRLxcpNwVnjYWzhOTIF']
417,Depeche Mode,Waiting for the Night,['6KZaXNcnsHYWLT9b2Rdy6H']
418,DIIV,Doused,['4QDbzpmRA6atTEEE2W7j7k']
419,Dobri Isak,Ja znam da Äu propasti,[]
420,Dua Lipa,Future Nostalgia,['6zrJLhslleCHby0wbUnvVy']
421,Dua Lipa,Hallucinate,['1nYeVF5vIBxMxfPoL0SIWg']
422,Dua Lipa,Swan Song,['5600nq7TiBraBX2jobyJ3l']
423,Echo & the Bunnymen,Turquoise Days,['1KcyUwdidCGAmhCOftm0tw']
424,Fossils,Ekla Ghor,['482EWxlRDv7Bt57tVulXJ5']
425,Horsebeach,Andy,['5Qnvk77y2MjhplaLVHPGku']
426,Joy Division,I Remember Nothing - 2007 Remaster,['2DupCOA5GmL7xqhbGBYWiS']
427,Joy Division,Insight - 2007 Remaster,['7oNu4gShXbbM1GBJtfJucq']
428,Joy Division,The Eternal,['7rLB8H9GIzlxgXxXVqQltR']
429,Linkin Park,Hit the Floor,['5VYbLzAplnqPaGNpcf8qhZ']
430,Linkin Park,Runaway,['6xtQ23d8GEXgcxyUKPtwc5']
431,Linkin Park,Shadow of the Day,['0OYcEfskah1egYHjYRvbg1']
432,Mac DeMarco,Go Easy,['5FMu7ZbfPXmGeOU7FnGijE']
433,Nine Inch Nails,Right Where It Belongs,['586rOcAzOHkpJTA4POqO2c']
434,Paul Weller,You Do Something to Me,['2dINjMxChoALja13fOn99R']
435,Pixies,Debaser,['5cy5IStIn7OSHDEIgXeDyq']
436,Pixies,I Bleed,['6t0WcSkO4tMUQ6rJrSbiST']
437,Pixies,Wave of Mutilation,['6DdqhtrLTNnOePpOm3OH7S']
438,Placebo,Nancy Boy,['1ZOeXUr9ieWw80zs1T6pkp']
439,Porcupine Tree,Anesthetize,['5buRmG2pBjM8HlZAWIud5d']
440,Porcupine Tree,Mellotron Scratch,['6K5seGWP5M4lD5Kin2qwAT']
441,Radiohead,My Iron Lung,['0jyikFM0Umv0KlnrOEKtTG']
442,Radiohead,Paranoid Android,['6LgJvl0Xdtc73RJ1mmpotq']
443,Radiohead,Pyramid Song,['55q3Ro66yXWi9rsEddeEN4']
444,Rainbow,Catch the Rainbow,['7FtRUrOEDUHTvenvp1BqZo']
445,Robin Guthrie & Harold Budd,Snowfall,[]
446,Scorpions,In Trance,['40krsMoLE7zFQOIsdwJrZI']
447,Slowdive,Blue Skied An' Clear (film remix),[]
448,Slowdive,Lonesome Fools,[]
449,Slowdive,Richard,[]
450,Styx,Boat On The River,['4o9DSo7c1ICv4CtFWFSmGx']
451,Styx,Half-Penny,['1zVhP8Q3RNV3WxQ5iyB1VX']
452,Talk Talk,Mirror Man - 1997 Remaster,['1f3W0sebZPEHxlHepqlUek']
453,Talking Heads,Air,['6XvpjZugZzMHa2nZ1uPOka']
454,Talking Heads,Animals,['1HgzFXodDkTxATcCu6ZxDq']
455,Talking Heads,Cities,['4jSSPIBpwdh1KpAYqZTJbC']
456,Talking Heads,Dancing for Money (unfinished outtake),['7GMMJoDMIR5rrir3qHYQmw']
457,Talking Heads,I Zimbra,['2zdlkG9g5Mt0alUdqn7s3D']
458,Talking Heads,New Feeling,['2pmytOddxLVaASHQqTH9LO']
459,Talking Heads,No Compassion - 2005 Remaster,['6OnVsxDfoaJQhC3iyU15UN']
460,Talking Heads,The Book I Read - 2005 Remaster,['1WKEDO98nmcF1uYmMttw7B']
461,The Cure,At Night,['1kk0M1sx5CJBfOW7Du7s9g']
462,The Cure,The Funeral Party,['6gGcWc6LFgAXVJWsN4iQgs']
463,The Cure,The Holy Hour,['5lnYKVRAqa5pGz0dsHbG57']
464,The Smiths,Last Night I Dreamt That Somebody Loved Me - 2011 Remaster,['17zN523CEjJWBGXrUb3xex']
465,The Velvet Underground,I Found A Reason,['63OJHHu2ambZAvdrvhdT2b']
466,The Weeknd,After Hours,['2p8IUWQDrpjuFltbdgLOag']
467,Twenty One Pilots,Stressed Out,['3CRDbSIZ4r5MsZ0YwxuEkn']
468,Yellow Days,A Little While,['1ahzHj4rfljE8w4ZwpEjOM']
469,Arctic Monkeys,Black Treacle,['3s4OT5Si1n9TFSNEPjNs0s']
470,Ariana Grande,Be Alright,['6f5TuB9WtbA1g49A4DcMQ4']
471,Ariana Grande,thank u,['3e9HZxeyfWwjeyPAMmWSSQ']
472,Billie Eilish,my strange addiction,['3Tc57t9l2O8FwQZtQOvPXK']
473,Blondie,Denis,['3RIpoyYHjSTJtwoi5yHW1E']
474,Blondie,Dreaming,['2Rn7bVL1FVYboc4c55RUdg']
475,Chorus,Ucha Lamba Kad,['3GAVREeCqJTAJsGEkTd3CL']
476,Chris Rea,The Road to Hell,['3lGyt8enqenwyqXihI6AVr']
477,Cocteau Twins,Glass Candle Grenades,['3p9OGmeESADZmeJEHUVnXV']
478,Cocteau Twins,In the Gold Dust Rush,['3cncUbvmRdvKS4PDUlXlOH']
479,Cocteau Twins,Multifoiled,['3h6setmoTDWLBevLWuYJBn']
480,Cocteau Twins,My Love Paramour,['5kVOIixeGiFGY8cvWsiGgZ']
481,Cocteau Twins,Sugar Hiccup,['28gz2W2KMsn1QnvojoWPqv']
482,Cocteau Twins,The Tinderbox (of a Heart),['6VpO7nynqyaNGlIHJOQakW']
483,Coldplay,Crests Of Waves,['5ZMqdwtZvvNrpUUTijZem6']
484,Current Joys,Kids,['6ixkZ2Q9gQeh52C6GxbETg']
485,Depeche Mode,Blue Dress,['4pxzJlQsVjvjrtbTsey5vX']
486,Depeche Mode,Never Let Me Down Again,['2H1BmB1b6Px9KJXIUpD03u']
487,Depeche Mode,The Things You Said,['3i1Th1jZXXO0ZpGKhpTKWK']
488,Dick Stusso,Well Acquainted,['1SsO57CXwG3Lw68mlttRDD']
489,Dire Straits,Brothers in Arms,['26tWBbtjvgi0tipRL2VQ2X']
490,Doja Cat,Addiction,['2OAcH9SD8ehxuG0tWNe0cU']
491,Duke Dumont,Ocean Drive,['0b6wdul3A5sQNpIOv03OxP']
492,Easy Life,Sangria,['79tTcoeAq2Dt2qlH3CHm3m']
493,Echo & the Bunnymen,All My Colours,['1yfR9cQAKsyeWgtRWk3iT2']
494,Echo & the Bunnymen,Going Up,['7kgQZfH5SUcaK4q9h8oWPJ']
495,FrÃ©dÃ©ric Chopin,Nocturnes,[]
496,Ghostly Kisses,Empty Note (Acoustic),['0YRYs1HSkie0eZ02ON4euX']
497,Gorillaz,Stylo (Feat. Mos Def And Bobby Womack),['6LUfuyLgvgqrykiTE6sJHY']
498,Halsey,Gasoline,['2IO7yf562c1zLzpanal1DT']
499,Horsebeach,Mourning Thoughts,['7jBLvjjpF541XHoGADLh8S']
500,Jackson C. Frank,Milk and Honey,['5gNchicUY2EvUvZOE2eBzg']
501,Joy Division,Atrocity Exhibition - 2007 Remaster,['6oFnxJJDkrLPvF2X6cEI5D']
502,Joy Division,Heart and Soul - 2007 Remaster,['4SDscXJTjdF2YgSkYADyU0']
503,Joy Division,These Days,['00n7hqvg3U8OE5tqlKUaqm']
504,Judas Priest,Angel,['0HSqXHUdHUbDjWxYIClohv']
505,Judas Priest,Evening Star,['137niAnhqmPJkyHXVPH6Kx']
506,Judas Priest,Run of the Mill,['6QSNMfVkTYcS44HgoUhgQJ']
507,Kim Petras,There Will Be Blood,['68aCNDIbwsQRelYzaMHcdG']
508,Linkin Park,A Place for My Head,['5rAxhWcgFng3s570sGO2F8']
509,Linkin Park,New Divide,['6Wx88Mv6b9ofjKMKkdwOJd']
510,Linkin Park,One Step Closer,['3K4HG9evC7dg3N0R9cYqk4']
511,Linkin Park,She Couldn't,['11LguGpEjOklkNQr70nrHQ']
512,London Grammar,Nightcall,['4PRQ8IJzRvbDWNONJWGbwH']
513,Lou Reed,Walk on the Wild Side,['5p3JunprHCxClJjOmcLV8G']
514,Megadeth,Hangar 18,['6b6uLZsoGhObYexIxnRbIb']
515,Men I Trust,Break for Lovers (feat. Helena Deland),[]
516,Neil Young,Old Man,['16XeptMdlJTWWeIrwEAOvv']
517,Neil Young & Crazy Horse,Cortez the Killer,[]
518,Noire,Baby Blue,['1Fv1h4Rjzhf17JPiAPVFG8']
519,Pearl Jam,Alive,['1L94M3KIu7QluZe63g64rv']
520,Porcupine Tree,Lazarus,['53PCsZ23I1bG1NSFFuUYuX']
521,Radiohead,How to Disappear Completely,['2rtGaCAeYtmcIvuZsvgTf6']
522,Radiohead,Lucky,['14xj58ZexBaEaHARb11Cqs']
523,Ride,Dreams Burn Down,['1mIbZj0uHmRDQKQcZRRikL']
524,Slowdive,Shine (Splendour Remix),[]
525,Sonic Youth,Teen Age Riot (album version),['0WIbzDVEpmOyBnqqdtqIL9']
526,Styx,Blue Collar Man (Long Nights),['60F6ntlU0uSzgChmyQyVJP']
527,Swimming Tapes,Pyrenees,['61JvZQM9CDrgq0I0tdB1R9']
528,Talking Heads,Happy Day - 2005 Remaster,['7ep7F087jSsCVNaeDyT1HB']
529,Talking Heads,Uh-Oh,['1ziWFozxLNQH76CGGizB32']
530,The Beatles,Michelle,['5By7Pzgl6TMuVJG168VWzS']
531,The Beatles,Octopus's Garden,['0suLngfo7rJoetk7Ub6N8l']
532,The Calling,Wherever You Will Go,['5QpaGzWp0hwB5faV8dkbAz']
533,The Cure,Friday I'm in Love,['263aNAQCeFSWipk896byo6']
534,The Cure,M,['7ABE6G4uQxbNtYgVrpBBPA']
535,The Cure,One Hundred Years,['6o8bpkuFMRS2b25Vui9aDC']
536,The Cure,The Hanging Garden,['6mbZmbZ8wr5DA2CAB3q1GW']
537,The Doors,People Are Strange,['1Jmqubf9kGkWeYQXQKImL5']
538,The Doors,Riders on the Storm,['14XWXWv5FoCbFzLksawpEe']
539,The Hives,Hate To Say I Told You So,['6xxXrNJnnsQNLdgNk8S4y8']
540,The Jesus and Mary Chain,Deep One Perfect Morning,['3D6ascwycdlxQ17H6PtfTa']
541,The Jesus and Mary Chain,Down on Me,['0TO9ClOkdybMjOQ1oPMmFb']
542,The Kinks,Celluloid Heroes,['3XsuyqZ3gJYvB8DTebUdht']
543,The Mamas & the Papas,Go Where You Wanna Go,['78Piv35GAw7BI81hFi8EmB']
544,The Mamas & the Papas,Got A Feelin',['70NQM5GG7rZHmvl7zzTDbu']
545,The Mamas & the Papas,Straight Shooter,['5m63cyB8bzbRSEs53K8CxF']
546,The Smashing Pumpkins,Bleed,[]
547,The Smiths,That Joke Isn't Funny Anymore,['48veRDsAEBOJJnVnnabV99']
548,The Turtles,Happy Together,['1JO1xLtVc8mWhIoE3YaCL0']
549,The Underground Youth,Hope & Pray,['5aRoqE82ftZ7SD8F9fKdV7']
550,The Velvet Underground,Head Held High,['59RpnSj9D7LG1Yo1LVjzF5']
551,The Velvet Underground,New Age,['5MIjLrGCsgIjLPRkmbAtRJ']
552,The Velvet Underground,Pale Blue Eyes,['11VwZwNF29HrqwalYUMitb']
553,The Velvet Underground,Train Round The Bend,['614hm8VctyMAHqjSs6wCpi']
554,The Velvet Underground,What Goes On,['44o7NfyyAcVMbkolKDIaOv']
555,The Velvet Underground,White Light/White Heat (Live),['7FO4rdfNpOtb1uVfjHq4yR']
556,The Yardbirds,Boom Boom,['5f0b08tNlTKmoPneW91xXz']
557,The Zombies,The Look of Love,[]
558,Throbbing Gristle,I.B.M.,['3LGsBmeeUzfqXfuhonkDaO']
559,UFO,Doctor Doctor,['5Okf7KBikV8we3uqCMFjiL']
560,Weyes Blood,Mirror Forever,['2ujzo6cl7jAcLCnyKyYWwM']
561,Wire,Marooned,['2wqyUVbcUr5WZSXRSqbzIt']
562,ABBA,Chiquitita,['4g5LUzHFRr4Zlok8KzERmI']
563,AC/DC,Hells Bells,['69QHm3pustz01CJRwdo20z']
564,Ace of Base,All That She Wants,['6kWJvPfC4DgUpRsXKNa9z9']
565,Alice in Chains,Rotten Apple,['7Fm3NhbAYHvTQUhboim9FB']
566,Barrie,Clovers,['20pGTJQx9VkRrW7Pvw5R2m']
567,Billy Joel,The Stranger,['1xOXXYh6lTW8laxlW7JP2J']
568,Black Sabbath,Planet Caravan,['2VDg6h3Qr3F8UuFVInQxE6']
569,Cage the Elephant,Trouble,['5n0CTysih20NYdT2S0Wpe8']
570,Coldplay,Animals,['59tjfzA98dum1TXhJ4XWoe']
571,Coldplay,Square One,['2zQIITgo6sc5ppOfPcH205']
572,Coldplay,Talk,['4wzt5Rrk3W98pHXAqutuJw']
573,Creedence Clearwater Revival,Fortunate Son,['4BP3uh0hFLFRb5cjsgLqDh']
574,Darcie,Mango,['0GVODkrWlHBj5dnU5KlDrh']
575,Daryl Hall & John Oates,Maneater,['7j74lucZ59vqN67Ipe2ZcY']
576,Doja Cat,Streets,['60ynsPSSKe6O3sfwRnIBRf']
577,Eagles,After the Thrill Is Gone,['73gx888k1raTwjFeuqIV5D']
578,Eagles,New Kid in Town,['6Zyz8lsnMFpIrCTuvGurCB']
579,Echo & the Bunnymen,Heads Will Roll,['0ZJ3raOAZl4rZYVOAqIXjv']
580,Echo & the Bunnymen,It Was a Pleasure,['5njeqI1bSs2OkaAvgkYza1']
581,Echosmith,Cracked,['7C3YncdMDWBEqDLluiDOtQ']
582,Eminem,Not Afraid,['7Ie9W94M7OjPoZVV216Xus']
583,Fossils,Aro Ekber,['1cUq9SX7nQL1u0kKyhT7lX']
584,Gorillaz,El MaÃ±ana,[]
585,Gorillaz,Feel Good Inc.,['0d28khcov6AiegSCpG5TuT']
586,Her's,Marcel,['5u9cuDcYdOpSRB7fAYXXdp']
587,Horsebeach,the highest place,['5HvFhBeqrwOmvmCm1RN4mR']
588,Katy Perry,Harleys in Hawaii,['5nCthAh3jt4xKuLJAifAaR']
589,Kim Petras,Tell Me Itâs A Nightmare,[]
590,Kim Petras,Wrong Turn,['3uRjtgmTpk61WqnEhafUSn']
591,Kingston Wall,Shine on Me,['1Za42zP82buuWhIgBqQGC8']
592,Lady Gaga,Just Dance (feat. Colby O'Donis),[]
593,Linkin Park,Points of Authority,['5egqKwgK5r5rvGD1LrtR7J']
594,Mac DeMarco,Let Her Go,['7KmawNv6JUgZ54gSyVF6VQ']
595,Mac DeMarco,Still Beating,['2N4idqj9TT3HnH2OFT9j0v']
596,Meiko,Leave The Lights On,['7esHVZvcWKChIIxGO8mB98']
597,Muse,Map of the Problematique,['5YXr4AGfUQpLSxtFSsKUh6']
598,My Bloody Valentine,Only Shallow,['52UcjsM15hjCQAUbTW2hy1']
599,New Order,Doubts Even Here,['0055LRFB7zfdCXDGodyIz3']
600,New Order,Your Silent Face,['0eKRwDBVWxCXWpLYFYrbd1']
601,Outsider,MÃ­ol MÃ³r Mara,[]
602,Pearl Jam,Jeremy,['62nQ8UZVqR2RMvkJHkcO2o']
603,Pink Floyd,Have a Cigar,['3CmHvyZQQAGkKkTjTBFWN6']
604,Pixies,Tame,['4sdZyJFey6xuekkbeSCDuA']
605,Placebo,Sleeping with Ghosts,['1bfYKGNXGk2953LF81F0gs']
606,Placebo,Teenage Angst,['1TJKT0lwL1UVCakuPvuEl1']
607,Porcupine Tree,Arriving Somewhere but Not Here,['0dm3KyleAwe6L4oEEyPm5m']
608,Porcupine Tree,Way Out of Here,['2aVP3QV8QJt9Z3ylEKsGse']
609,Portishead,It's a Fire,['6JHGaBhtCbfEtOh5ea7fLI']
610,Queen,Crazy Little Thing Called Love,['35ItUJlMtjOQW3SSiTCrrw']
611,R.E.M.,Imitation of Life,['32kmXl5F8I3XDVKNfwwM4J']
612,Radiohead,Just,['1dyTcli07c77mtQK3ahUZR']
613,Ride,Seagull,['1p75lScKo8XQT0niqFRxNx']
614,Saint Etienne,Only Love Can Break Your Heart,['2l2JonC9Mmrqs5sC7G0SlD']
615,Scorpions,When The Smoke Is Going Down,['1Cc1kD0xeMXZpdUinsH1mP']
616,Slowdive,Joy (studio demo),[]
617,Soundgarden,Been Away Too Long,['3W0fjPSYTOS4WnGt3Z1c9M']
618,Soundgarden,Blow Up the Outside World,['5TLA7O0ogTqwZHbS3ERabw']
619,Styx,Renegade,['1CQqupcyMg7176PPmIVmSj']
620,Tahiti 80,Hurts,['7ivSQoJkOPlnDBKsTiT2TC']
621,Talk Talk,Candy - 1997 Remaster,['7HqnpTVl4MjlUGywaHlXGV']
622,Talk Talk,Does Caroline Know - 1997 Remaster,['6yIY0S3vQIplRWO92jymmr']
623,Talk Talk,John Cope,[]
624,Talk Talk,Such a Shame - 1997 Remaster,['35JhxrwW2bBAiMcnrmuLEN']
625,Talking Heads,No Compassion,['6OnVsxDfoaJQhC3iyU15UN']
626,Talking Heads,The Book I Read,['1WKEDO98nmcF1uYmMttw7B']
627,Talking Heads,Who Is It?,['6coM176wRv49AAdIAlwINm']
628,Talking Heads,Who Is It? - 2005 Remaster,['6coM176wRv49AAdIAlwINm']
629,The Beatles,I'll Be Back,['3QXGckP38X4kEOU4eu62e8']
630,The Beatles,Mean Mr. Mustard,['4JOyMhad5dD81uGYLGgKrS']
631,The Beatles,Strawberry Fields Forever,['3Am0IbOxmvlSXro7N5iSfZ']
632,The Beatles,The End,['5aHHf6jrqDRb1fcBmue2kn']
633,The Cure,Boys Don't Cry,['4dneV7C1yDt9UtyxrQY375']
634,The Cure,Charlotte Sometimes,['1rs7lqaXBlcw1N9wuHiQyJ']
635,The Cure,Jumping Someone Else's Train,['3Tjkh6zFgjb2StmUdfi1VI']
636,The Cure,The Drowning Man,['7DMPyNWMF98gZM5QdTFuap']
637,The Cure,Three,['660u9agQuREtEDmETVWSts']
638,The Jesus and Mary Chain,Just Like Honey,['1LwP9g1Hjbs64jXM2Qsxry']
639,The Police,Roxanne,['3EYOJ48Et32uATr9ZmLnAo']
640,The Saxophones,If You're On The Water,['5UiskKba8lRdlrq990uqG3']
641,The Sisters of Mercy,Nine While Nine,[]
642,The Smiths,Barbarism Begins at Home,['35WDTZhAwkoBF65jGTzF2O']
643,The Underground Youth,In the Dark I See,['41kSUm8pV7IUlxDzWMQjGF']
644,The Underground Youth,Morning Sun,['1v8xVRXG30VV75TmwUTHWh']
645,The Velvet Underground,Lonesome Cowboy Bill,['6AzAWzsXXIChy2aulERrD0']
646,The Velvet Underground,Some Kinda Love,['55oL1lKtQyv7PO9tJBrgAy']
647,The Vines,Get Free,['1JcGNoiwifg0MdJMVgJQYx']
648,Throbbing Gristle,Hit by a Rock,['51R2myLTxdoPq4pi7A0JlF']
649,Two People,Give Me Order,['2gd0tJqh93EFILDOl09ZIF']
650,Two People,Phone Call,['3fsmesA5mu6GlDr8ZClwrO']
651,Two People,Something To Talk About,['0epL8HF1br3pMgi1gHOZ4j']
652,Weyes Blood,Movies,['6f4itfvWzS59Qu7JWorhxn']
653,Wire,Three Girl Rhumba,['0bN5W8EhIJhh6zvgeNG57J']
654,ç«¹åã¾ãã,PLASTIC LOVE,['1AZQxYkqHKPagjHyqfaYtg']
655,Aerosmith,Sweet Emotion,['24NwBd5vZ2CK8VOQVnqdxr']
656,Alice in Chains,Man in the Box,['6gZVQvQZOFpzIy3HblJ20F']
657,Ariana Grande,Into You,['2meEiZKWkiN28gITzFwQo5']
658,Bauhaus,She's in Parties,['0ImcMznpe7DSj2xrXoGMTu']
659,Bloc Party,Banquet,['2YxXuCdbUpil3P7tRjhW1t']
660,Blue,All Rise,['7jley98gCQFueQ5MCaFWIb']
661,Bob Dylan,One More Cup of Coffee,['4WOruM7TiQSETsWYy8bDSX']
662,Camel,Freefall,['5mp2gqf8tLqLYwrCwh5r9C']
663,Charli XCX,Emotional,['6QhqEJFZKUV3DKIsoXbTTH']
664,Commodores,Easy,['1JQ6Xm1JrvHfvAqhl5pwaA']
665,David Bowie,Sound and Vision,['1vP2JEXRsGrFbwOZ0foOQ5']
666,Depeche Mode,Black Celebration,['2mW2jTui4J1kCujDrhKioG']
667,Depeche Mode,Dangerous,['6u3hSyz0KAuZMyE4JtbQNp']
668,Depeche Mode,Everything Counts,['31xOx8PgBKBdXk5gfUvr0p']
669,Depeche Mode,Monument,['0MzA8Bb3LH9FuEyaKny8my']
670,Doja Cat,Boss Bitch,['78qd8dvwea0Gosb6Fe6j3k']
671,Dua Lipa,Good in Bed,['6uAFJ75WDAoAPyCWJAtvks']
672,Echo & the Bunnymen,A Promise,['6JfgXxpdegQfoF8ocfhcAG']
673,Echo & the Bunnymen,Fuel,['1WBu6md0KiIdksem1fN0ns']
674,Echo & the Bunnymen,Gods Will Be Gods,['0vkTu4M5CqsA5cLOnLzAof']
675,Echo & the Bunnymen,In Bluer Skies,['5CM46mcZTlDTn8m9xvWuXm']
676,Eric Clapton,White Room,['3Xw5zv8UuvoPtRqNMDt0bi']
677,Foster the People,Pumped Up Kicks,['7w87IxuO7BDcJ3YUqCyMTT']
678,Frankie Valli & the Four Seasons,December,['1hQFF33xi8ruavZNyovtUN']
679,Franz Ferdinand,This Fire,['0H9P0dEUCtzAfdW1FUUvvU']
680,Franz Ferdinand,Ulysses,['1SXP53Ue7P7ZBiDeRUG9H4']
681,Froth,Bleak,['0XNHiAibpaDLckz9nzL60X']
682,Guns N' Roses,Patience,['1OEoNpiyqBghuEUaT6Je6U']
683,Horsebeach,June,['2XKCUJbfBXkM1ukoK6ebgr']
684,Jasper Dietze,In The Night ft. Aaron Richards,[]
685,Joy Division,A Means to an End - 2007 Remaster,['4HgxCQLqNcd8s6lyoR4aag']
686,Judas Priest,Victim of Changes,['3DzuE1BqSz6LAgml4Di5bc']
687,Justin Timberlake,Cry Me a River,['7Lf7oSEVdzZqTA0kEDSlS5']
688,Kara's Flowers,Good at Being Gone,[]
689,Led Zeppelin,Misty Mountain Hop,['5NnZ4JJxWiqqhYNu3rwmFj']
690,Led Zeppelin,When the Levee Breaks,['05f8Hg3RSfiPSCBQOtxl3i']
691,Lenny Kravitz,Fields Of Joy,['0XcR8kUxhai3H7wqB0R2eE']
692,Linkin Park,Breaking the Habit,['6n8TMVyFKoUmDc4apxceRD']
693,Linkin Park,Crawling,['57BrRMwf9LrcmuOsyGilwr']
694,Linkin Park,From the Inside,['60IkVf7UfQXmt5CwkpcX8a']
695,Lynyrd Skynyrd,Simple Man,['1ju7EsSGvRybSNEsRvc7qY']
696,Maroon 5,Secret,['64i1dyG9Td5z5Q0TCG17Pb']
697,Massive Attack,Paradise Circus,['2BndJYJQ17UcEeUFJP5JmY']
698,Metallica,The Unforgiven,['2lF8jQFhIjpmQa501sYXxR']
699,Molly Burch,Downhearted,['29069ieCEe5gqv3j7rWvwT']
700,Muse,Hysteria,['7xyYsOvq5Ec3P4fr6mM9fD']
701,Muse,Time Is Running Out,['2takcwOaAZWiXQijPHIx7B']
702,Pixies,Dead,['6VzRCekoFySnQyfwWtewHA']
703,Pixies,Where Is My Mind?,['7wCmS9TTVUcIhRalDYFgPy']
