,Artist,Track,ID,energy,acousticness,valence,danceability,tempo
2055,Coldplay,42,2i2Lz3FDIqYdsJZEWkEaTC,0.636,0.221,0.177,0.309,141.382
2056,Coldplay,A Message,2w3eXFL86RgxGtDr8bzwgK,0.459,0.327,0.151,0.566,116.916
2057,Coldplay,A Whisper,7KolrFGhfDi1JTSgQBT5sI,0.797,0.586,0.26,0.277,177.004
2058,Coldplay,Amsterdam,2uQ4px5SPONsgcUpulywIQ,0.176,0.836,0.105,0.269,78.861
2059,Coldplay,Cemeteries of London,03uqdEuopXPSCg4MvgA2fI,0.806,0.0054,0.271,0.437,109.109
2060,Coldplay,Every Teardrop Is a Waterfall,2U8g9wVcUu9wsg6i7sFSv8,0.732,0.00194,0.333,0.425,117.98
2061,Coldplay,Everything's Not Lost - Includes Hidden Track 'Life Is For Living',1RNtm45kw0hPMBz7gKiIYu,0.456,0.104,0.0763,0.374,135.643
2062,Coldplay,Parachutes,4qzoHxgp42ylb18ga1SWTL,0.0845,0.871,0.375,0.555,137.001
2063,Coldplay,Politik,0u35Dpz37TY2M2j20RUdMf,0.482,0.0364,0.063,0.262,170.968
2064,Coldplay,White Shadows,0WWz2AaqxLoO0fa9ou6Fqc,0.783,0.00521,0.26,0.491,127.437
2065,Connie Stevens,Sixteen Reasons,0oI0ekrSQ3aHiHcMi1B2gK,0.406,0.865,0.619,0.339,109.783
2066,Craft Spells,Our Park by Night,6vLYJ6UVPMEuFzKuWZOR0g,0.761,0.277,0.739,0.551,174.981
2067,Cream,Sunshine of Your Love,2K2M0TcglCRLLpFOzKeFZA,0.594,0.385,0.734,0.683,115.099
2068,Crosby & Nash,Southbound Train,,,,,,
2069,Crosby, Stills,,,,,,
2070,Cults,Always Forever,2enPRFda84VE2wtI8c86Uf,0.742,0.00181,0.36,0.174,163.378
2071,Daft Punk,Aerodynamic,3H3cOQ6LBLSvmcaV7QkZEu,0.911,0.328,0.135,0.624,122.902
2072,Daft Punk,Beyond,0k1xMUwn9sb7bZiqdT9ygx,0.648,0.367,0.789,0.716,104.022
2073,Dan Auerbach,King of a One Horse Town,4QF8w44G6fU4VNxQJK1OJn,0.698,0.0824,0.61,0.571,91.647
2074,Danger Mouse & Daniele Luppi,Black - starring Norah Jones,,,,,,
2075,David Bowie,A New Career in a New Town,6O3YVHQaeImvCBbJbalB00,0.845,0.0579,0.616,0.643,125.349
2076,David Bowie,Speed of Life,7B265QWYkUeqG2ihVEUZ5D,0.852,0.0065,0.667,0.423,114.691
2077,Daya,Sit Still,0EGuSSpuu9wmHCtvb4PdLO,0.74,0.14,0.543,0.655,182.105
2078,Dead Vibrations,Reflections,4Mg8hV7BLoqDzvUii8x9Iw,0.926,2.18e-05,0.425,0.342,129.446
2079,Deep Purple,Child in Time,5TrfusgKC1BYic5LaWCoKm,0.461,0.17,0.351,0.338,126.698
2080,Deep Purple,When a Blind Man Cries,6LVkntQPrL5GUZKgN6E1fC,0.271,0.864,0.216,0.599,129.173
2081,Del Shannon,Runaway,45Szkclj1lt4ubm7RFK68t,0.533,0.153,0.729,0.594,78.552
2082,Depeche Mode,Memphisto,1QpwjJmuow6GhUJGw6W74P,0.436,0.721,0.04,0.562,109.965
2083,Depeche Mode,People Are People,3GREm6zSHwKZsJxl0hqbAQ,0.829,0.0875,0.812,0.679,119.96
2084,Depeche Mode,The Bottom Line,6mDnS8GfN4irjBZ1xrx5PN,0.45,0.709,0.354,0.486,133.785
2085,Depeche Mode,To Have and to Hold,0Ib295LFDrAsOhGHzq1cUF,0.525,0.72,0.0526,0.227,149.613
2086,Dire Straits,Money for Nothing,4yqtwO7MQIIXqoiRBPHAgR,0.655,0.0491,0.657,0.667,134.212
2087,Dire Straits,So Far Away,3pGBIgFdfdnjtHDJR4nbrR,0.463,0.249,0.702,0.689,114.455
2088,Dire Straits,Telegraph Road,071BtONQBIq4SkvO0okS4k,0.592,0.016,0.285,0.381,124.984
2089,Dobri Isak,mrzim te,,,,,,
2090,Dobri Isak,Tu u uglu (tada sam te poslednji put video),,,,,,
2091,Doja Cat,Juicy,7f5trao56t7sB7f14QDTmp,0.652,0.102,0.483,0.786,170.031
2092,Dope Lemon,Marinade,4zCrOO8OAjpnmekfIxzTsl,0.74,0.242,0.679,0.677,110.193
2093,Dr. Dre,I need a Doctor,70ATm56tH7OrQ1zurYssz0,0.946,0.0869,0.397,0.594,155.826
2094,Dua Lipa,IDGAF,76cy1WJvNGJTj78UqeA5zr,0.544,0.0403,0.51,0.836,97.028
2095,Eagles,The Long Run,2YOwVfcUTRjNpcLny4UC4r,0.521,0.139,0.969,0.803,99.46
2096,Easy Life,Ice Cream,2oRYnDJ8GZxmZ1T8X18OhF,0.526,0.216,0.539,0.639,142.872
2097,Easy Life,Pockets - Mixtape Version,2f11QFvUnZrr6PD6PyPvew,0.561,0.245,0.45,0.675,92.932
2098,Easy Life,Slow Motion,4hJRy4lwSBrjFPhVFEA8Kt,0.514,0.283,0.509,0.509,166.324
2099,Easy Life,Sunday,3QysXZ7h7NIsi8WAusDCBR,0.587,0.489,0.843,0.781,86.963
2100,Echo & the Bunnymen,Happy Death Men,0cL6TSPKhjXCEdS3BHzfkY,0.815,0.000299,0.648,0.332,133.955
2101,Echo & the Bunnymen,My Kingdom,2DYdxniURYpM3B7hWV5Cos,0.818,0.325,0.683,0.537,127.833
2102,Ednaswap,Torn,,,,,,
2103,Ednaswap,Torn (v2),,,,,,
2104,Ellie Goulding,Burn,0xMd5bcWTbyXS7wPrBtZA6,0.777,0.31,0.329,0.559,87.016
2105,Ellie Goulding,Something in the Way You Move,3ZCDG0nujwGfxrEmZlZoEt,0.814,0.0401,0.318,0.658,109.023
2106,Ellis,Something Blue,6VX947ely2dVtJ7prhd2RY,0.378,0.848,0.0621,0.5,99.989
2107,Elvis Presley,Jailhouse Rock,4gphxUgq0JSFv2BCLhNDiE,0.582,0.41,0.915,0.647,167.396
2108,Eminem,Kill You,5eGEc27nnhtmcOh6RC890a,0.559,0.155,0.677,0.897,106.991
2109,Eminem,My Name Is,75IN3CtuZwTHTnZvYM4qnJ,0.68,0.0416,0.815,0.869,85.519
2110,Eminem,Sing for the Moment,3CpoeW0cZSDzIRv5z34F87,0.824,0.0017,0.185,0.668,163.961
2111,Eric Clapton,Old Love,2KAQMHnDLzc3jr9tlLSJIC,0.444,0.3,0.385,0.584,133.224
2112,Erik Satie,GymnopÃ©die No. 1,,,,,,
2113,Estelle,American Boy,22UDw8rSfLbUsaAGTXQ4Z8,0.729,0.171,0.512,0.727,117.932
2114,Evanescence,Going Under,3UygY7qW2cvG9Llkay6i1i,0.858,0.00815,0.464,0.37,175.077
2115,Fleetwood Mac,Everywhere,254bXAqt3zP6P50BdQvEsq,0.487,0.258,0.731,0.73,114.965
2116,Foo Fighters,Learn to Fly,5OQsiBsky2k2kDKy2bX2eT,0.919,1.83e-05,0.537,0.465,135.997
2117,For Against,Coalesced,2TgjOBrdBpUWhWY29P4jDi,0.649,0.000425,0.222,0.32,128.377
2118,For Against,Shelflife,5OgMsSdfQcxsWvJ6PMx4Gu,0.734,0.000619,0.129,0.288,117.949
2119,FranÃ§oise Hardy,Comment te dire adieu,,,,,,
2120,FranÃ§oise Hardy,Tous les garÃ§ons et les filles,,,,,,
2121,Frank Sinatra,Fly Me to the Moon (In Other Words),5b7OgznPJJr1vHNYGyvxau,0.26,0.453,0.368,0.668,119.416
2122,Franz Ferdinand,40',4IiZlgVMQMM7yTVsgoF4n5,0.564,0.00128,0.563,0.573,104.013
2123,Franz Ferdinand,Always Ascending,1by2yZWXqeTs4SRlBDsGov,0.92,0.00196,0.255,0.442,112.585
2124,Franz Ferdinand,Come On Home,7iRCaw8Zb3qP7HYR0nJDK5,0.871,0.000728,0.508,0.58,116.409
2125,Franz Ferdinand,Darts of Pleasure,2K1vO0btANjqH1Vc8KVf43,0.739,0.00093,0.798,0.408,144.995
2126,Franz Ferdinand,Michael,4I8ATtKjqwp7o3O2AzAmKr,0.871,0.00548,0.78,0.428,158.474
2127,Franz Schubert,Serenade,6BdrHOEmokkSxTyxCojD6r,0.0355,0.948,0.039,0.105,91.169
2128,Franz Schubert,Serenade,6BdrHOEmokkSxTyxCojD6r,0.0355,0.948,0.039,0.105,91.169
2129,Froth,Lost My Mind,5BiEZB7BcAIAvq6ZODFu20,0.537,0.0171,0.478,0.261,101.528
2130,Fugazi,I'm So Tired,,,,,,
2131,fun.,Some Nights,6t6oULCRS6hnI7rm0h5gwl,0.738,0.0178,0.392,0.672,107.938
2132,Ghostly Kisses,Spellbound (Acoustic),2mYKjebNvVixWgR6Qxy4zs,0.0799,0.974,0.0892,0.348,177.687
2133,Ghostly Kisses,Touch (Piano Version),4QK0J3GQNuaYcd3yYyryM9,0.0847,0.995,0.237,0.513,132.665
2134,Go Ichinose,Littleroot Town,,,,,,
2135,Godspeed You! Black Emperor,East Hastings,5jMuXTa5hECm37P7C0mbIB,0.368,0.716,0.0448,0.152,66.54
2136,Golden Daze,Wayward Tide,6m0XpbKIziWBGkfnhkD7GI,0.362,0.808,0.347,0.401,141.865
2137,Gorillaz,All Alone,76Ug1q4l6rGwJ2ubV5wh3X,0.809,0.00144,0.456,0.585,148.151
2138,Gorillaz,Every Planet We Reach Is Dead,2pw9RZWZibttZzoFhwjuy6,0.493,0.0168,0.367,0.579,88.172
2139,Gorillaz,On Melancholy Hill,0q6LuUqGLUiCPP1cbdwFs3,0.739,1.51e-05,0.578,0.689,120.423
2140,Green Day,Boulevard of Broken Dreams,5GorCbAP4aL0EJ16frG2hd,0.682,0.00552,0.474,0.496,167.06
2141,Groove Armada,Think Twice,3yu4ztuQEtQ8ouTj8Op7C3,0.466,0.688,0.233,0.583,119.033
2142,Guns N' Roses,Estranged,3s03nrUInN3NAVjQtmnS0O,0.762,0.0105,0.167,0.359,89.259
2143,Guster,Dear Valentine,1xEHcATXZFmt6bKoEFTGvx,0.75,2.02e-05,0.269,0.286,100.517
2144,HAIM,Falling,5wL742yBgvtbw1IibA3FMJ,0.894,0.076,0.297,0.741,111.969
2145,Halsey,Control,3SKzTIl9mW0DadTys9SFo3,0.675,0.399,0.206,0.549,119.898
2146,Halsey,Drive,3ek4HgBlmvkTWgfT5sTSe9,0.585,0.239,0.291,0.571,113.973
2147,Hank Williams,Lost Highway,5MzMIXDF3FKbL4iGX5VQWD,0.292,0.867,0.514,0.593,132.8
2148,Holy Wave,Western Playland,7v4BPLK13UHPlTKgeot1c1,0.789,8.2e-05,0.629,0.356,110.079
2149,Hooverphonic,Mad About You (Orchestra),5YwVDOWMKH7T0KtvpPSESQ,0.445,0.606,0.188,0.386,77.881
2150,Horsebeach,Acting,2D3k3iLpi4wfvL1SxrXeyb,0.629,0.0527,0.34,0.413,159.771
2151,Horsebeach,Beauty & Sadness,1Dh0G1mBkYEJjnrU37l1iF,0.845,0.000426,0.757,0.458,145.01
2152,Horsebeach,emilia,7iH0SmwjNaH8NOUPo0mjrk,0.593,0.0902,0.91,0.86,120.018
2153,Horsebeach,theme for sadness,25ka5PMCeQWiC44UPpSaqa,0.625,0.894,0.436,0.466,104.352
2154,Inhaler,We Have To Move On,7LZlKjgyS1IG6BniUx9MOX,0.953,0.00702,0.721,0.463,160.042
2155,J Balvin,Mi Gente (feat. BeyoncÃ©),,,,,,
2156,Jaguar Sun,Cold Wind,6wajAULh3C7Oqnh93IntBl,,,,,
2157,James Taylor,Fire and Rain,1oht5GevPN9t1T3kG1m1GO,,,,,
2158,Jefferson Airplane,She Has Funny Cars,7GeQk8PqG5NAENxCRLcw0B,,,,,
2159,Jefferson Airplane,Somebody to Love,4uGIJG1jYFonGc4LGp5uQL,,,,,
2160,Jefferson Airplane,Today,0yLfXULLuRtVj2L4DIrwO7,,,,,
2161,Jefferson Airplane,White Rabbit,4vpeKl0vMGdAXpZiQB2Dtd,,,,,
2162,Jimi Hendrix,Little Wing,1Eolhana7nKHYpcYpdVcT5,,,,,
2163,Jimi Hendrix,Purple Haze,0wJoRiX5K5BxlqZTolB2LD,,,,,
2164,Johann Pachelbel,Canon In D,1Mse9NKBbEASi50CQ4aYhr,,,,,
2165,Joy Division,Ceremony - Live at Birmingham University; 2007 Remaster,73xpDxJ42tQmKQnJHg2TXp,,,,,
2166,Joy Division,From Safety to Where...?,01ZHSlq8gRZ8X7xIEACzTf,,,,,
2167,Joy Division,She's Lost Control - 12'' Version,5bTYaJeVIIWseCeEI5QjF8,,,,,
2168,Joy Division,Transmission - 2010 Remaster,5EclH1u6hKzOV3m1I3LAc3,,,,,
2169,Judas Priest,Delivering the Goods,1LbYZlpxU27igbMVllzv7l,,,,,
2170,Judas Priest,Dreamer Deceiver - Remastered,,,,,,
2171,Judas Priest,Night Comes Down,2lqc273pCZk6gtkfubaCbh,,,,,
2172,Judas Priest,Prelude,2BeelRLL0xQyDIjaVLI9RO,,,,,
2173,Judas Priest,Run of the Mill - Remastered,,,,,,
2174,Judas Priest,Tyrant,4jWn8IcFxzPjQgJPNiULn3,,,,,
2175,Judas Priest,You've Got Another Thing Coming,,,,,,
2176,Kansas,Dust in the Wind,6zeE5tKyr8Nu882DQhhSQI,,,,,
2177,Kara's Flowers,Captain Splendid,2zSNWzRXzQSCHHppggaptu,,,,,
2178,Kara's Flowers,Miner,,,,,,
2179,Kara's Flowers,Not Falling Apart,,,,,,
2180,Kara's Flowers,Peeler,,,,,,
2181,Kara's Flowers,The Kid With the Velvet Eyes,,,,,,
2182,Kasabian,Fire,0Ln5tJyLX5qusquBOtq7wf,,,,,
2183,Katy Perry,Dark Horse (feat. Juicy J),,,,,,
2184,Ke$ha,TiK ToK,,,,,,
2185,Kendrick Lamar,King Kunta,0N3W5peJUQtI4eyR6GJT5O,,,,,
2186,King Crimson,Epitaph (Including March For No Reason & Tomorrow and Tomorrow),247cPctDZ6s7hoNT8iKUtN,,,,,
2187,King Crimson,In the Wake of Poseidon,5Ahcvq8xtnJxCfm9jtpURO,,,,,
2188,King Crimson,Moonchild,0NNKkdcablz5mAdnzz8U40,,,,,
2189,Kool & The Gang,Celebration,3K7Q9PHUWPTaknlbFPThn2,,,,,
2190,Krewella,Alive,2SHnUyZq0zwmvRIl4WY77G,,,,,
2191,Kygo,Lose Somebody,7xbWAw3LMgRMn4omR5yVn3,,,,,
2192,Kyla La Grange,Cut Your Teeth (Kygo remix),1y4Kln6VEjQMpmHW7j9GeY,,,,,
2193,Lana Del Rey,Mariners Apartment Complex,6OG05bPAwUuV3OMvy2Vy1P,,,,,
2194,Lana Del Rey,Yes To Heaven,,,,,,
2195,LCD Soundsystem,North American Scum,29ufIwomYfLbWBxPMdaUZm,,,,,
2196,LCD Soundsystem,Time to Get Away,18GKzOdnC7i30f7PraM5Ui,,,,,
2197,Led Zeppelin,Immigrant Song - Remaster,78lgmZwycJ3nzsdgmPPGNx,,,,,
2198,Led Zeppelin,Kashmir - 2007 Remaster,,,,,,
2199,Led Zeppelin,Over the Hills and Far Away,5KXdflxoxCcE9m5F2QoAUY,,,,,
2200,Led Zeppelin,Rock and Roll,4PRGxHpCpF2yoOHYKQIEwD,,,,,
2201,Led Zeppelin,Thank You,4ZkhFcoS3apzze9w2yI9NO,,,,,
2202,Led Zeppelin,The Wanton Song,2256UUbtBrQJSrbzYpDviT,,,,,
2203,Led Zeppelin,Whole Lotta Love,0hCB0YR03f6AmQaHbwWDe8,,,,,
2204,Limp Bizkit,My Way,2gSVKxPDww9Eep5rdvtdem,,,,,
2205,Linkin Park,Blackbirds,,,,,,
2206,Linkin Park,Bleed It Out,0UFDKFqW2oGspYeYqo9wjA,,,,,
2207,Linkin Park,Dsmbr,,,,,,
2208,Linkin Park,Nobody's Listening,6O8Fqxnk5OlOivJHklfkPZ,,,,,
2209,Linkin Park,The Little Things Give You Away,48QYP8a8gEqbtvjOTMSpiD,,,,,
2210,London Grammar,Non Believer,0V62AlQ6Lqy6xPK1sZTLD5,,,,,
2211,Lou Reed,Satellite of Love,5WyuRWUcOOhAic0tj9Pl28,,,,,
2212,Lucys,4-U,3rOzx4VaqWIUmeod4k6Nc9,,,,,
2213,Ludwig van Beethoven,Bagatelle No. 25 in A minor,0H2VhGUC3P3hvwz8rdGIpC,,,,,
2214,Lynyrd Skynyrd,Free Bird,5EWPGh7jbTNO2wakv8LjUI,,,,,
2215,Lynyrd Skynyrd,Gimme Three Steps,0x2wtJbtJrox3SDmnMj97x,,,,,
2216,Lynyrd Skynyrd,The Ballad Of Curtis Loew,6PPhp1qpAjLUxQr75vSD4H,,,,,
2217,M83,Birds,4qrv4KMBrGVcaN5NU1TSlF,,,,,
2218,Mac DeMarco,Annie,6o9Dt1j9ywLoX8B9dqRM5D,,,,,
2219,Mac DeMarco,Cooking Up Something Good,5CqmSwn8D1DuleBV1fOiCG,,,,,
2220,Mac DeMarco,One Another,4xF9zRaPdnrLU7QmVMKOzR,,,,,
2221,Mac DeMarco,Treat Her Better,3hPHUpKVB4xo9efj2y29W9,,,,,
2222,Mad Season,Slip Away,34jo30lPEqp6QvJe04NAFu,,,,,
2223,Madonna,Hollywood,4ixxz1GXB57Q6K2nbR4AwL,,,,,
2224,Marina,Primadonna,5tFMuAw6X2R4NLx97g7n9q,,,,,
2225,Mariya Takeuchi,ã¨ã©ãã¬æ³ã ( An unforgettable feeling ),,,,,,
2226,Mark Knopfler,What It Is,1RVZH0clK31T3qB4eZykLp,,,,,
2227,Maroon 5,Animals,2bL2gyO6kBdLkNSkxXNh6x,,,,,
2228,Maroon 5,Sugar,2iuZJX9X9P0GKaE93xcPjk,,,,,
2229,Massive Attack,Angel,7uv632EkfwYhXoqf8rhYrg,,,,,
2230,Massive Attack,Risingson,6ggJ6MceyHGWtUg1KLp3M1,,,,,
2231,Matt Cross,Better Late Than Never,464cjmfP62CQu8icuExEvH,,,,,
2232,Meat Loaf,All Revved Up With No Place to Go,4vmh7eU8avZN1xnVcj5ewl,,,,,
2233,Meat Loaf,Paradise by the Dashboard Light,2g7gviEeJr6pyxO7G35EWQ,,,,,
2234,Megadeth,Holy Wars... The Punishment Due,5LyRtsQLhcXmy50VXhQXXS,,,,,
2235,Megadeth,Trust,5emb8RDOZtpXlw6D0eEQbz,,,,,
2236,Men I Trust,Numb,6Ijmj8Z0L31hCp5pLZnT5U,,,,,
2237,Metallica,For Whom The Bell Tolls - Remastered,7MzM6iHyRYmuWBIm75DqHC,,,,,
2238,Metallica,Hit the Lights,4OH1lqC4mx1ja8RkXMOmRp,,,,,
2239,Metallica,One,0LAcM6I7ijW4VVW0aytl1t,,,,,
2240,Mike Posner,I Took A Pill In Ibiza - SeeB Remix,1MtUq6Wp1eQ8PC6BbPCj8P,,,,,
2241,Mogwai,Helicon 1,0rSuZYxO2jIYCrnlja0AXQ,,,,,
2242,Mogwai,Now You're Taken,5AR1oitTpdTsWrhX4sEt5i,,,,,
2243,Mogwai,Stereodee,71bozUQdfRr5Xw3vqPuR2w,,,,,
2244,Mogwai,Superheroes of BMX,3OifP1QG8Nn9aN6KDQVIyi,,,,,
2245,Molchat Doma,Ð¡ÑÐ´Ð½Ð¾ (ÐÐ¾ÑÐ¸Ñ Ð Ð¸Ð¶Ð¸Ð¹),,,,,,
2246,Muse,Apocalypse Please,6z0QCh7CTU9bE5C7TAHK4R,,,,,
2247,Muse,Blackout,2nTgdpxwpXTk5x1c9yaO3W,,,,,
2248,Muse,Butterflies and Hurricanes,0xJLcjd0gaZct43xG1UlXS,,,,,
2249,Muse,Falling Away With You,5cvFycFL4BTMA3dHSstMqi,,,,,
2250,Muse,Fury,5Lwp4ZWFVxvCtcpfP22Jvm,,,,,
2251,Muse,Interlude,7gmQ329Ocmvb9OImqevFBF,,,,,
2252,Muse,Ruled by Secrecy,5Zm5oxx8yyLKOAJf1knPmR,,,,,
2253,Muse,Sing for Absolution,1hHuyqVCZCbhYQixEkdQCo,,,,,
2254,Muse,Starlight,3skn2lauGk7Dx6bVIt5DVj,,,,,
2255,Muse,Take a Bow,4jrCMOG9OPe6iF4vWFxatb,,,,,
2256,Muse,The Small Print,6mPJvjjx7pcfZuI57Dh95o,,,,,
2257,Muse,Thoughts of a Dying Atheist,7LB6xhGZ0jCbP3PfUDA7yw,,,,,
2258,My Bloody Valentine,Soon,7ITRNB9OckYIp2SW2iXU8U,,,,,
2259,My Bloody Valentine,To Here Knows When,41R4fI1Z1w2gsJEFQWdeJs,,,,,
2260,My Bloody Valentine,Touched,1I63q5aYjoyai9CI8QXDrn,,,,,
2261,My Bloody Valentine,When You Sleep,3HfEgAaf0koxBpBB8NvGda,,,,,
2262,Nada Surf,Always Love,6W0DcuZ8FqJjuX8CQwdyVS,,,,,
2263,Nada Surf,No Quick Fix,59B1xVn2uj40IzQwv7jvC6,,,,,
2264,Nada Surf,Run,,,,,,
2265,Nada Surf,See These Bones,2qVEZPufbqjhw2pFZXagzt,,,,,
2266,Nada Surf,The Plan,44sZ0tMf4mz04Ms6YzH56c,,,,,
2267,Neil Young,Cortez The Killer,3ZPLFD6mbw6hhu3g6S4EGl,,,,,
2268,Neil Young,Four Strong Winds,1qCe9qukzqAwCs08AGfzJG,,,,,
2269,Neil Young,Heart of Gold,1Q1b8eVkUPGlpSArl8JAVw,,,,,
2270,New Order,Dreams Never End - 2015 Remaster,32TKQVwtSGCHIqmbmaNdFj,,,,,
2271,New Order,Leave Me Alone - 2015 Remaster,0F0imGVd7KnvQPkBmVtPo9,,,,,
2272,New Order,Nothing but a Fool,1lu6woM9rkdFvcRFHV0TdZ,,,,,
2273,New Order,Restless,0tE2jOqAMQxLhWD1sKQxBS,,,,,
2274,New Order,Senses,7gtRfBtNgat1RFIgMgjSkk,,,,,
2275,New Order,Ultraviolence,2dcAhmbVvnPDj0uB66S09K,,,,,
2276,Nick Drake,'Cello Song,42yexCY4dCftowtAZXuAIj,,,,,
2277,Nick Drake,Road,7a9CcfKkg5E9JlU0nflL8K,,,,,
2278,Nick Drake,The Thoughts of Mary Jane,3k5C3vlDqE5rOqiikOjJ10,,,,,
2279,Nick Drake,Way to Blue,3GYcEm6ZGkn42RdMQemEo1,,,,,
2280,Nicky Jam,X,5YUyW9opqNsMSEzzecZih1,,,,,
2281,Nine Inch Nails,Head Like a Hole,3ckd4YA4LcD3j50rfIVwUe,,,,,
2282,Nirvana,Dumb,5gRcv46AMTrosmTOqrOV3Q,,,,,
2283,Nirvana,Frances Farmer Will Have Her Revenge on Seattle,06B04lID9HGPwPWwBkTQfU,,,,,
2284,Nirvana,Smells Like Teen Spirit,5ghIJDpPoe3CfHMGu71E6T,,,,,
2285,O-Town,All or Nothing,0WdaRmHBMhUoLPqHLdb9yg,,,,,
2286,Oasis,Alive - Demo Remastered,7EUnqVnJwSsZJ7JC453oH5,,,,,
2287,Oasis,Bring It on Down,4dXBRhjGDoDjYR0JuvPuXu,,,,,
2288,OneRepublic,Apologize,1NrJYpdAi7uosDRPmSYrsG,,,,,
2289,Ozzy Osbourne,Crazy Train,7ACxUo21jtTHzy7ZEV56vU,,,,,
2290,P!nk,Just Give Me a Reason (feat. Nate Ruess),1mKXFLRA179hdOWQBwUk9e,,,,,
2291,Pale Honey,The Heaviest of Storms (Devotion,2t2bdLSCHaSAbAuON6BdIH,,,,,
2292,Pavement,Starlings of the Slipstream,6oNnT4FKlZtlO6fHSMfKTG,,,,,
2293,Peach Pit,Chagu's Sideturn,59JOMc9A6w8CkIHgs4kfNl,,,,,
2294,Pearl Jam,Why Go,337kipThk7s7nHJ8POg1jK,,,,,
2295,Perry Como,Magic Moments,7bflxIMDz5mFxhQyYx1CEh,,,,,
2296,Phoenix,Everything Is Everything,3pzJXZ1PW3l3B69PoTx5lC,,,,,
2297,Pink Floyd,Comfortably Numb,5HNCy40Ni5BZJFw1TKzRsC,,,,,
2298,Pink Floyd,Hey You,7F02x6EKYIQV3VcTaTm7oN,,,,,
2299,Pink Floyd,Wish You Were Here,6mFkJmJqdDVQ1REhVfGgd1,,,,,
2300,Placebo,Ask for Answers,6b5VuaBxklSx6AJDMITbWO,,,,,
2301,Placebo,Black-Eyed,3HJgJWqeTKX3gwoZrn4R56,,,,,
2302,Placebo,Blue American,4ehdlBQVbyKAJk1FexoVYk,,,,,
2303,Placebo,Burger Queen,439uj7xeQ3vGnWafAvqmGe,,,,,
2304,Placebo,Every You Every Me,3tRv4ZYZimrL27flnjgeR6,,,,,
2305,Placebo,Evil Dildo - Hidden Track,42AIXZQXPAWjrRDMDiP7mV,,,,,
2306,Placebo,My Sweet Prince,2t8aD5qhFkocYhbyEvDBT1,,,,,
2307,Placebo,Special Needs,2h0HkReHGCQPOEDZXEMcTO,,,,,
2308,Poets of the Fall,Locking Up the Sun,1jEPdLuyYDSTRJTuCP9Gpg,,,,,
2309,Poets of the Fall,Sleep,0X5FVoNI62aNbyL9uIZrhS,,,,,
2310,Portugal. The Man,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,,,,,
2311,Portugal. The Man,Live In The Moment,60eOMEt3WNVX1m1jmApmnX,,,,,
2312,Psychedelic Porn Crumpets,November,4WojGMVTaDauFwAWbnwdQv,,,,,
2313,R.E.M.,Bad Day,2vS1VzTTEgwuNpie67KvED,,,,,
2314,R.E.M.,Near Wild Heaven,378HOooPNo6LRIfVHb15nW,,,,,
2315,R.E.M.,The Great Beyond,7w57O4o0xCTn9YpKuaPZDd,,,,,
2316,Radiohead,A Wolf at the Door,3OHevW2cUT176DXWV0lHg9,,,,,
2317,Radiohead,Climbing Up the Walls,2PDQReEXBViVwkrbQ34vd7,,,,,
2318,Radiohead,Codex,6ttYF5VadzTssGV2i1Q08T,,,,,
2319,Radiohead,Let Down,2fuYa3Lx06QQJAm0MjztKr,,,,,
2320,Radiohead,Weird Fishes/Arpeggi,4wajJ1o7jWIg62YqpkHC7S,,,,,
2321,Rage Against the Machine,Freedom,48lQegoLqGAzaRLnMwK0mO,,,,,
2322,Rainbow,The Temple of the King,0gaMmmhGi5buPXpquSAfxg,,,,,
2323,Red Hot Chili Peppers,Snow ((Hey Oh)),2aibwv5hGXSgw7Yru8IYTO,,,,,
2324,Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,0PgNhIg5n0UAOBVn43b8b6,,,,,
2325,Richard Marx,Right Here Waiting,4LFwNJWoj74Yd71fIr1W8x,,,,,
2326,Robin Guthrie & Harold Budd,Loitering,,,,,,
2327,Robin Guthrie & Harold Budd,The Discovery,,,,,,
2328,Robin Guthrie & Harold Budd,The Writing on the Wall,,,,,,
2329,Roosevelt,Montreal,5maosvba9QkQP14u6vtxog,,,,,
2330,Rosemary Fairweather,Chemicals,1Jl74ao9nBADj4KtQmwCIF,,,,,
2331,Saint Etienne,Girl VII,42Qmh6cwIUwOgt2dZQuCDl,,,,,
2332,Saint Etienne,Spring,2caDMtjF01GlxCU7yHUdhu,,,,,
2333,Saint Etienne,This Is Radio Etienne,6AP9itKfq3NiSGpkpXWWI5,,,,,
2334,Sam Cooke,That's All I Need To Know,6Y2dFVyp4EqLao9Ryxz5tl,,,,,
2335,Sam Smith,I'm Not the Only One,5hO5U3Djps5hAUYHYlu56m,,,,,
2336,Scorpions,Believe in Love - 2015 Remaster,,,,,,
2337,Selena Gomez,Back To You - From 13 Reasons Why â Season 2 Soundtrack,,,,,,
2338,Sex Pistols,Anarchy in the U.K.,3LoDeIbiR12sAznmpNEmKA,,,,,
2339,Shigeo Sekito,The Word II,,,,,,
2340,Sia,Cheap Thrills,3S4px9f4lceWdKf0gWciFu,,,,,
2341,Simon & Garfunkel,Blessed,1NsReekFMb5e2wVcOQGoAL,,,,,
2342,Simon & Garfunkel,I Am a Rock,0byOqNZN9ailhoORv5Ps0Z,,,,,
2343,Simon & Garfunkel,Richard Cory,669jVNlVxPmrb2kN8YFq1u,,,,,
