,Artist,Track,ID,energy,acousticness,valence,danceability,tempo
1132,Joy Division,No Love Lost - 2010 Remaster,3DGl2F6Rw8EZV35H4K9sgz,0.71,0.117,0.623,0.515,133.278
1133,Judas Priest,Lost and Found,36EomUF5EgS8zOREpInsbe,0.456,0.131,0.229,0.526,119.933
1134,Katy Perry,California Gurls (feat. Snoop Dogg),3glgou0Tu1wEYeo5Lt87In,0.76,0.00455,0.444,0.791,125.04
1135,Katy Perry,Chained To The Rhythm ft. Skip Marley,,,,,,
1136,Kero Kero Bonito,Break,6u4xZnL4W0YSLXw24k2zlJ,0.734,0.168,0.859,0.848,96.009
1137,Kero Kero Bonito,Graduation,2oNLDoWxa2UniEXpF69oUJ,0.676,0.0321,0.68,0.808,90.004
1138,Kero Kero Bonito,Heard A Song,4cyjLMvPunnFEXB0Gvz5py,0.531,0.354,0.611,0.919,98.775
1139,Kero Kero Bonito,Trampoline,3LuLUNgRmmgcr14dTIWH2S,0.863,0.0525,0.673,0.856,124.998
1140,Kim Petras,<demons>,3dBKhZCi905UfyeodO8Epl,0.851,0.0369,0.356,0.604,199.975
1141,Kim Petras,Boo! Bitch!,2glyE4SoIa0b3sJwdGj5wH,0.857,0.0201,0.398,0.782,113.031
1142,Kim Petras,Close Your Eyes,5FN3Dh76G155e72RQjLkUZ,0.708,0.00949,0.372,0.542,106.083
1143,Kim Petras,Death By Sex,4mejIJjLdjbg83GThvOisK,0.601,0.069,0.23,0.473,154.982
1144,Kim Petras,Everybody Dies,0jUbKeQJBNYYBxZXuDagAN,0.63,0.024,0.353,0.346,173.872
1145,Kim Petras,i donât wanna dieâ¦,,,,,,
1146,Kim Petras,In The Next Life,5wwNGGl95gHhC2HzaH05G8,0.665,0.0174,0.0398,0.686,113.031
1147,Kim Petras,Knives,4yv9aAFfYFNKuWT9sX2Lq3,0.689,0.00606,0.353,0.718,115.958
1148,Kim Petras,Massacre,5LeZkX8yjYzjw70fDFUsnh,0.504,0.108,0.117,0.499,89.906
1149,Kim Petras,o m e n,20CU96fnLJpp303UtBN8cB,0.534,0.161,0.32,0.673,120.019
1150,Kim Petras,TRANSylvania,5G1JtjmtvhB6TbvWKJ5Wr3,0.424,0.0289,0.405,0.896,120.014
1151,King Crimson,Epitaph,4rEle6gif1VERA41tjOTIq,0.319,0.00711,0.103,0.286,129.896
1152,King Harvest,Dancing In The Moonlight,0q21FNwES2bbtcduB6kjEU,0.435,0.739,0.771,0.657,135.975
1153,Lana Del Rey,Summertime Sadness,6PUIzlqotEmPuBfjbwYWOB,0.81,0.0157,0.11,0.572,126.052
1154,Launder,Fade,56aGCgQHz0eRCNXcuNY99B,0.63,0.0511,0.602,0.635,125.02
1155,Led Zeppelin,The Rain Song,3JLrri1xSCui3bzITDJbkk,0.318,0.317,0.24,0.336,79.66
1156,Level 42,Lessons in Love,3EGI5qmVmGlfgy9BmNb1R8,0.839,0.159,0.864,0.709,113.186
1157,Linkin Park,Don't Stay,,,,,,
1158,Linkin Park,High Voltage,7GVqIMb6OdMY5mG7fUrtOq,0.967,0.105,0.287,0.593,93.916
1159,Linkin Park,My December,0fxGA5lxrdYNYoE7yJxTNZ,0.585,0.375,0.721,0.73,100.021
1160,Mac DeMarco,On the Level,36rqjSUBaArtMBLWrzwInc,0.473,0.0944,0.515,0.573,77.494
1161,Mac DeMarco,Passing Out Pieces,2J4obtL5oOmstcOfq5UW3C,0.73,0.000563,0.43,0.417,81.179
1162,Majortone,Play All Night (Diligent Man Remix),6agPuXMrdhBGQbflEFUoCS,0.618,0.413,0.66,0.572,95.063
1163,Maroon 5,Harder to Breathe,4V9JDRqKjN8F2HWdlEDxvI,0.908,0.0506,0.967,0.662,149.941
1164,McFly,All About You,0ElmwRAsaxaUZXnMbaSllH,0.559,0.197,0.295,0.542,129.898
1165,Megadeth,Dawn Patrol,4NwFxag85AYdCel47a3Yhi,0.709,0.0212,0.604,0.669,75.11
1166,Megadeth,Rust In Peace...Polaris,0803SWqmIJGvZ15B8zsewn,0.965,0.000612,0.392,0.259,168.641
1167,Meiko,Leave The Lights On (Stoto Remix),,,,,,
1168,Men I Trust,Break for Lovers (feat. Helena),1mXE3amJxqLBPBUBYQi55e,0.326,0.0277,0.813,0.858,97.994
1169,Metallica,Fade to Black,0dqGfCMAGyDgpUAgLNOjWd,0.929,0.00311,0.278,0.256,113.47
1170,Metallica,The Day That Never Comes,2gqzkEF88vMclfRZEIOnQO,0.986,0.000114,0.48,0.334,124.668
1171,Metallica,Welcome Home (Sanitarium),7LHZ7HA45ezKcdN8sBrBuS,0.767,0.000305,0.413,0.309,97.944
1172,Michael Jackson,Billie Jean,5ChkMS8OtdzJeqyybCc9R5,0.654,0.0236,0.847,0.92,117.046
1173,Mild Orange,Some Feeling,5txzKcySsIIIrsciNliAoL,0.51,0.451,0.579,0.742,128.913
1174,Mojave 3,Some Kinda Angel,74vP3RNPO5XvJO6KMz8BnF,0.639,0.00107,0.492,0.416,91.012
1175,Mr. Big,Wild World,2kj5f1eRhUFhW6K0qUwoD8,0.722,0.182,0.59,0.573,144.209
1176,Mungo Jerry,In the Summertime,3RNyGLgSvmVRZ7xKUp8Wgd,0.449,0.724,0.973,0.754,82.751
1177,Nada Surf,Killian's Red,34N8yuRkYanWNBtcvdMEgk,0.767,0.00594,0.302,0.263,154.464
1178,New Order,ICB,6CC7pFl61V1QRTLf4tgyUj,0.701,0.162,0.832,0.627,123.102
1179,New Order,Truth - 2015 Remaster,60mjYxWA7rBH7rYrLQKdF7,0.771,0.000364,0.8,0.545,116.67
1180,Nirvana,Lithium,2YodwKJnbPyNKe8XXSE9V7,0.656,0.00174,0.485,0.678,123.207
1181,Noel Gallagher's High Flying Birds,AKA...What A Life!,5mljJfOTZR3nF4ExmRLTjv,0.927,0.000297,0.104,0.447,119.034
1182,Peach Pit,Tommy's Party,5OuJTtNve7FxUX82eEBupN,0.438,0.122,0.211,0.565,133.949
1183,Pearl Jam,Black,5Xak5fmy089t0FYmh3VJiY,0.684,0.323,0.2,0.36,77.15
1184,Phil Collins,In the Air Tonight,18AXbzPzBS8Y3AkgSxzJPb,0.239,0.551,0.298,0.446,189.507
1185,Pink Floyd,Julia Dream,4MPkQ1BppSZR0PnZ5HWL0i,0.28,0.522,0.409,0.367,115.98
1186,Placebo,Swallow,1Aj2d9CFXy7gSz4XDUWEs8,0.603,0.0186,0.181,0.325,162.217
1187,Placebo,The Bitter End,3WBPiogtVDBSXK7uOpxJ6m,0.904,4.23e-05,0.518,0.328,186.253
1188,Poets of the Fall,Carnival of Rust,2DtPEKs3Pj7E06EoWW4vw8,0.59,0.225,0.124,0.492,91.018
1189,Porcupine Tree,Dark Matter,29inWZeEAUluIrwN5Z2SMt,0.449,0.0426,0.0409,0.301,124.01
1190,Porcupine Tree,Waiting (Phase 2),6S06y0FrD1fKjuhrDJW6V2,0.474,0.17,0.332,0.522,93.974
1191,Portishead,Sour Times,6vTtCOimcPs5H1Jr9d0Aep,0.633,0.0508,0.55,0.698,94.085
1192,R.E.M.,Find the River,1e3Q7gE5TRUklXOlZFKIrv,0.442,0.22,0.296,0.423,144.556
1193,Radiohead,Kid A,3QDahKSqLwYJYQRbILdzS6,0.428,0.262,0.159,0.63,112.923
1194,Radiohead,Lift,7xztI3ccyUdEYqKYABkMQM,0.546,0.00226,0.158,0.311,156.64
1195,Radiohead,Stop Whispering,3CbAW3GjkBKfErt4LLbSzr,0.696,0.000849,0.298,0.212,122.35
1196,Radiohead,The National Anthem,4Wgj6jzoI2gYlumXdYAB8U,0.754,0.00237,0.388,0.488,91.517
1197,Radiohead,Videotape,4T1iiabe7G0UjWQJCY6NE2,0.383,0.694,0.0506,0.596,77.423
1198,Red Hot Chili Peppers,Breaking the Girl,0cG9ocYqYOIVtgiWTmTe3g,0.686,0.0233,0.635,0.348,178.466
1199,Robin Guthrie & Harold Budd,A Silhouette Approaches,,,,,,
1200,Robin Guthrie & Harold Budd,Childhood Lost,,,,,,
1201,Robin Guthrie & Harold Budd,Goodbye to Wendy,,,,,,
1202,Robin Guthrie & Harold Budd,Neil's Theme,,,,,,
1203,Scorpions,Always Somewhere,6Ok4D4w117mSi9OP8tmrpg,0.371,0.0783,0.185,0.511,113.998
1204,Scorpions,Holiday,55493u4ooFK6fMCMFf99fa,0.279,0.505,0.3,0.437,118.019
1205,Scorpions,Lonely Nights,5tBP7sZbnIKLPsKIMrHhpa,0.556,0.0846,0.117,0.442,119.998
1206,Selena Gomez,Me & the Rhythm,7fBUnDgtSvYpYWuX4iAfns,0.736,0.00315,0.717,0.711,106.01
1207,Sharon Van Etten,Every Time the Sun Comes Up,38ydcsbayM4oX21Hhu84DT,0.522,0.392,0.301,0.663,99.765
1208,Sheryl Crow,All I Wanna Do,3ZpQiJ78LKINrW9SQTgbXd,0.528,0.111,0.931,0.82,120.091
1209,Simon & Garfunkel,Anji,5pT4qRIpNb7cASsnMfE1Hc,0.248,0.931,0.399,0.3,168.388
1210,Simon & Garfunkel,Kathy's Song,4Acofe9hICRvyBTP5hFNk0,0.188,0.9,0.487,0.431,102.039
1211,Slowdive,Dagger (Electric),,,,,,
1212,Slowdive,Morningrise,3elCikjYOJdgvPz2HGLPS1,0.366,0.000214,0.352,0.107,88.994
1213,Snowy White,Bird of Paradise,1JGW1e2tacnCgBPfRH0haY,0.443,0.6,0.313,0.474,143.644
1214,Sonic Youth,'Cross the Breeze,4T4AEZ3WxwkfrEYXYfGV44,0.853,0.00135,0.0993,0.157,177.597
1215,Sonic Youth,I Don't Want To Push It,3lNldjqwJrTpWJ9vv45VST,0.952,0.269,0.49,0.431,135.699
1216,Sonic Youth,The Good and the Bad,4RZW3ODulhF66QUItpB9aD,0.718,0.0214,0.277,0.467,129.246
1217,Sonic Youth,The Sprawl (Album Version),4ImbE4F46Lhu7lG1Unurvp,0.527,0.000456,0.0635,0.24,128.713
1218,Soundgarden,Black Hole Sun,2EoOZnxNgtmZaD8uUmz2nD,0.828,0.000217,0.147,0.35,105.435
1219,Soundgarden,Into the Void,7yMQGEw8NsFtGEKPZpq8Q1,0.915,5.14e-05,0.309,0.244,149.951
1220,Soundgarden,Let Me Drown,73mseL1QMWuOVIrYwIFlPf,0.947,4.53e-05,0.566,0.148,187.413
1221,Styx,Too Much Time On My Hands,4hWUOIDHda9XOb1zDchftP,0.404,0.11,0.893,0.799,131.012
1222,Sunnyboys,Let You Go - 2014 Remaster,,,,,,
1223,Supertramp,Breakfast In America - Remastered,4a5pNRjwmzYQuEY1E7O6pj,0.663,0.425,0.756,0.532,75.14
1224,Swim Mountain,Wait for Me,0fIVa2TQZvzE0RIJAqrkVZ,0.63,0.179,0.878,0.79,104.986
1225,Swimming Tapes,Souvenirs,6AGBpC4iTB7tTx6guDYZ8a,0.796,0.00487,0.794,0.511,130.083
1226,System of a Down,Chop Suey!,2DlHlPMa4M17kufBvI2lEN,0.934,0.000278,0.286,0.419,127.288
1227,Talk Talk,Dum Dum Girl - 1997 Remaster,4QeaktgSB7T5m9dap9gTDZ,0.635,0.054,0.687,0.628,123.816
1228,Talk Talk,Happiness Is Easy - 1997 Remaster,3wowK80ug94yqlI86A9Ej9,0.407,0.0214,0.922,0.699,106.948
1229,Talk Talk,Life's What You Make It - 1997 Remaster,2iWTHXaFtRSMhd5OLpYD7f,0.804,0.00367,0.935,0.525,91.951
1230,Talk Talk,Today,2HC6DOJvppo0Dn3KFl084N,0.923,0.115,0.653,0.544,153.437
1231,Talking Heads,First Week / Last Week....Carefree - 2005 Remaster,5u7oGtNUQ29KCwA6Xw0GJY,0.616,0.138,0.762,0.85,126.706
1232,Talking Heads,Girlfriend Is Better,6VyR9z26oKw6BvlwSjqvoY,0.752,0.0892,0.966,0.865,118.649
1233,Tame Impala,Feels Like We Only Go Backwards,0LtOwyZoSNZKJWHqjzADpW,0.9,0.0277,0.491,0.303,149.508
1234,Tame Impala,Latenight Moonlight,,,,,,
1235,The Allman Brothers Band,Ramblinâ Man,,,,,,
1236,The Beatles,In My Life,3KfbEIOC7YIv90FIfNSZpo,0.435,0.449,0.435,0.688,103.239
1237,The Beatles,Love Me Do,3VbGCXWRiouAq8VyMYN2MI,0.829,0.386,0.744,0.52,147.997
1238,The Beatles,Mean Mr Mustard,4JOyMhad5dD81uGYLGgKrS,0.596,0.0699,0.97,0.676,100.687
1239,The Beatles,Something,0pNeVovbiZHkulpGeOx1Gj,0.338,0.198,0.377,0.396,133.522
1240,The Beatles,The Ballad of John and Yoko,1F7s27lLKshLPt9TPCgMDL,0.892,0.00465,0.962,0.651,135.309
1241,The Cure,Closedown - Remastered 2010,,,,,,
1242,The Cure,Six Different Ways,24W113iYyDEa2d6lqfgikX,0.725,0.0255,0.715,0.778,91.233
1243,The Cure,The Blood,589QTU4b7QS21hOMlYZJPe,0.811,0.0539,0.435,0.537,149.877
1244,The Cure,The Final Sound,4bEjUv7lwlzdH0Ac0LErsM,0.183,0.873,0.111,0.505,120.991
1245,The Doors,Hyacinth House,4nKmlUaUiUN4rpMGYnUPAu,0.59,0.099,0.824,0.453,172.028
1246,The Drifters,Save the Last Dance for Me,391TUcoPonqYykPkSZ5Z9U,0.53,0.614,0.896,0.54,143.453
1247,The Grass Roots,Wait A Million Years,4dJdacDigsfFKUk8dsAUxA,0.817,0.055,0.358,0.569,128.82
1248,The Ink Spots,If I Didn't Care,2jPgfwVXOKnUl2QLQsnIAT,0.123,0.993,0.18,0.417,137.444
1249,The Jacksons,Blame It on the Boogie,3qI94hINNNeb4S7xQi18lS,0.641,0.0765,0.875,0.774,113.256
1250,The Jesus and Mary Chain,Cut Dead,3Pz5KZ6ojzwdUNr5peiZnu,0.457,0.00146,0.284,0.456,104.423
1251,The Mamas & the Papas,Monday,3EFb1qDgIqf9MegIryKtDj,0.464,0.742,0.709,0.488,109.853
1252,The MarÃ­as,Over the Moon,,,,,,
1253,The Monkees,I'm a Believer,2OiOI7sppJH3oDmafgkGiJ,0.185,0.982,0.47,0.789,120.257
1254,The Psychedelic Furs,Imitation Of Christ,2LVJyer59kCSFpqHjuW2uJ,0.85,0.0295,0.627,0.495,126.151
1255,The Psychedelic Furs,Pretty in Pink,1K1TFdBh7NrDyKiwiJEmsy,0.916,0.105,0.775,0.386,135.642
1256,The Psychedelic Furs,Soap Commercial,17eDDKEBa1Ly4w3EwYtdWH,0.78,0.00262,0.471,0.36,152.248
1257,The Psychedelic Furs,Susan's Strange,06Tqj8BJ8hik9EcqbZRc9k,0.621,0.00238,0.331,0.489,130.972
1258,The Smiths,How Soon Is Now? - 2011 Remaster,1YrnDTqvcnUKxAIeXyaEmU,0.93,0.000854,0.725,0.398,190.818
1259,The Smiths,Never Had No One Ever,2VyOpoblI3AHO6R8dr87Ia,0.535,0.0679,0.336,0.27,194.625
1260,The Smiths,Well I Wonder - 2011 Remaster,3OS4XXm4S42pnESQmtN9MG,0.59,0.0806,0.818,0.643,126.651
1261,The Underground Youth,Mademoiselle,3uU1BdUVNqioeyJT6tsDAt,0.497,0.109,0.222,0.448,130.112
1262,The Velvet Underground,Andy's Chest,4oHGcw4VE6hOo2rLFOXWmT,0.424,0.18,0.946,0.65,103.974
1263,The Velvet Underground,I'm Set Free,,,,,,
1264,The Velvet Underground,Jesus,1h3UCWO4jMy9OrgjPgjXhW,0.0628,0.886,0.101,0.427,176.75
1265,The Weeknd,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,0.73,0.00146,0.334,0.514,171.005
1266,The Weeknd,Ordinary Life,15k2nBQJ0teDmPZHrOXL2N,0.587,0.0275,0.365,0.537,149.748
1267,The Zombies,Tell Her No,5FNRngWeBEpR8BiGLlNm2l,0.435,0.339,0.942,0.757,135.639
1268,Tove Lo,disco tits,1TIiWomS4i0Ikaf9EKdcLn,0.728,0.025,0.333,0.79,110.059
1269,Traveling Wilburys,End of the Line (extended version),,,,,,
1270,We All Together,It's a Sin to Go Away,2BqgEXbJs34IyBmGj5kS1c,0.53,0.201,0.397,0.309,80.311
1271,Wire,Lowdown,2fb7dWrEsTKuPWohoaQHa5,0.706,0.0673,0.794,0.642,98.949
1272,Wire,Outdoor Miner,4Lk86divN6elNG9ShrqSuZ,0.636,0.431,0.71,0.568,124.37
1273,Wire,Start to Move,6ZzgkNscFRe9PiryaeUVwo,0.825,0.0444,0.952,0.617,103.225
1274,Wire,Used To,6d6rnXGS8vBCJe8P7ctagN,0.334,0.962,0.322,0.546,113.582
1275,Yeah Yeah Yeahs,heads will roll (original),,,,,,
1276,ç«¹åã¾ãã,ã¨ã©ãã¬æ³ã,1Pjg268YZujL2P55mL3rYH,0.187,0.994,0.0783,0.235,83.915
1277,ç«¹åã¾ãã,ãã¼ã¸ã¼ãã¼ãã§åããã¦,3AVrVz5rK8Hrqo9YGiVGN5,0.467,0.0194,0.174,0.369,94.473
1278,ç«¹åã¾ãã,èµ¤ã®ã¨ãã¡ã« [Previously Unreleased],,,,,,
1279,AC/DC,Let There Be Rock,753KutoAy00apPsplMRetG,0.725,0.000209,0.422,0.332,182.364
1280,Acid Ghost,Going Home (Again),,,,,,
1281,Alice Cooper,Take It Like a Woman,5HzQacIK6sYRgHZEtiBTy5,0.645,0.0462,0.163,0.38,139.48
1282,Amen Dunes,Everybody Is Crazy,49STKPoONxlzer0Amm3PRs,0.338,0.728,0.306,0.332,124.301
1283,Amy Winehouse,You Know That I'm No Good,,,,,,
1284,Arctic Monkeys,I Bet You Look Good on the Dancefloor,4YS0QKXLqqSM3MxlWej009,0.968,0.14,0.0991,0.241,120.412
1285,Ariana Grande,Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,0.714,0.00937,0.24,0.472,98.992
1286,Ariana Grande,motive (with Doja Cat),5GkQIP5mWPi4KZLLXeuFTT,0.742,0.0681,0.661,0.789,116.965
1287,Audioslave,Like a Stone,3YuaBvuZqcwN3CEAyyoaei,0.568,0.00797,0.516,0.614,107.849
1288,Avicii,Levels - Original Version,6Xe9wT5xeZETPwtaP2ynUz,0.834,0.0297,0.353,0.602,125.99
1289,Bhoomi,Kande Shudhu Mon,394ZLMgmdhn0eNZwb0wtcw,0.405,0.648,0.924,0.633,176.062
1290,Black Sabbath,Solitude,0wjptUxT1jhKZ3Xm4lX8OF,0.0213,0.829,0.54,0.343,111.372
1291,Blondie,Die Young Stay Pretty,5asoLbAoTbvVjyN4uq7ftR,0.755,0.451,0.922,0.645,89.3
1292,Blondie,Union City Blue,3a3JGuTQNYM3YawGpck7Ql,0.877,0.0222,0.35,0.318,124.402
1293,Blondie,Youth Nabbed as Sniper,2qOIGYRyK8956qxBCx6Jeu,0.969,0.000827,0.421,0.265,158.711
1294,Blue Ãyster Cult,I Love the Night,,,,,,
1295,Breaking Benjamin,Hopeless,2c2UTSuyPbEmxWyTOMwjON,0.98,0.000203,0.354,0.376,85.362
1296,Britney Spears,Overprotected,5p0KCAuu5nrHpTuAIhHdLw,0.894,0.0381,0.845,0.682,95.992
1297,Bruno Mars,Treasure,55h7vJchibLdUkxdlX3fK7,0.692,0.0412,0.937,0.874,116.017
1298,Bryan Adams,Cloud Number 9,66ZB6zO1DN6NZHMoQG7f2T,0.741,0.0668,0.613,0.592,109.594
1299,Buckethead,Remember,6D7R3g0HOLfF4Z7inxJmHa,0.353,0.944,0.418,0.269,121.845
1300,Cage the Elephant,How Are You True,6vcdiwrCVXnTLASFdjEV8r,0.461,0.385,0.286,0.493,140.049
1301,Camel,Refugee,,,,,,
1302,Carpenters,Top of the World,1Ehdm1PDlKrdfyBsjwEvd1,0.343,0.806,0.694,0.379,184.301
1303,Charli XCX,ILY2,1KPS1MHPrq9uPklJX8Q4XW,0.88,0.00163,0.227,0.608,99.99
1304,Charlotte Lawrence,Young and Reckless,6PkIFv3XR3SumO4GWFaEh2,0.594,0.484,0.306,0.686,100.07
1305,Chickenfoot,Something Going Wrong,4xTy9OEbxQW3kX5mDm77xn,0.672,0.267,0.363,0.273,165.541
1306,Cigarettes After Sex,K.,7LX4aXtvImhdgUHQBlo8Kp,0.404,0.146,0.313,0.454,94.113
1307,Coldplay,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,0.417,0.164,0.124,0.209,138.178
1308,Coldplay,In My Place,2nvC4i2aMo4CzRjRflysah,0.588,0.0553,0.193,0.424,144.636
1309,Coldplay,Shiver,0qksx8mV28lztYIZ1om8ml,0.803,0.0334,0.286,0.396,116.705
1310,Coldplay,Sparks,7D0RhFcb3CrfPuTJ0obrod,0.268,0.748,0.165,0.371,102.617
1311,Coldplay,Violet Hill,1ZqHjApl3pfzwjweTfMi0g,0.58,0.0614,0.11,0.33,76.093
1312,Coldplay,Viva la Vida,1mea3bSkSGXuIRvnydlB5b,0.617,0.0954,0.417,0.486,138.015
1313,Cream,White Room,3Xls4cNOwy01dtrNXb1inG,0.576,0.191,0.457,0.553,109.827
1314,Creedence Clearwater Revival,Cotton Fields,3vO2BbrhKNV2PDl276BUIZ,0.641,0.237,0.86,0.582,148.634
1315,Creedence Clearwater Revival,Don't Look Now,,,,,,
1316,Creedence Clearwater Revival,Down on the Corner,2gE95JskwQ1pCACTpGe1Db,0.544,0.583,0.874,0.858,108.217
1317,Creedence Clearwater Revival,Poorboy Shuffle,3uUT6HFCrDnWJ0uJ6HqHRN,0.457,0.221,0.927,0.714,132.68
1318,Creedence Clearwater Revival,Side o' the Road,3EwDRtUKlGi4B6OBnyVA6Q,0.305,0.296,0.542,0.884,116.544
1319,Creedence Clearwater Revival,Who'll Stop the Rain,,,,,,
1320,Crosby, Stills,,,,,,
1321,David Bowie,A New Career in a New Town - 2017 Remaster,6O3YVHQaeImvCBbJbalB00,0.845,0.0579,0.616,0.643,125.349
1322,David Bowie,Art Decade - 2017 Remaster,1TfzSwueVDW3b1xTJ46O26,0.24,0.869,0.0431,0.424,78.035
1323,David Bowie,Be My Wife - 2017 Remaster,5hh5gq0u54rTP0iBYgZ2xW,0.843,0.0017,0.892,0.497,112.934
1324,David Bowie,Breaking Glass - 2017 Remaster,2xFq7wVYKmTHFUySyfv789,0.784,0.0278,0.795,0.584,94.474
1325,David Bowie,Warszawa - 2017 Remaster,5DfvrqibQOQLUsN5QKqBJI,0.271,0.352,0.0388,0.0823,82.713
1326,David Bowie,Weeping Wall - 2017 Remaster,56jhj8hHTw3PEoFV74wn5j,0.464,0.591,0.599,0.451,141.45
1327,Deftones,Digital Bath,2jSJm3Gv6GLxduWLenmjKS,0.859,0.00122,0.504,0.338,92.966
1328,Depeche Mode,See You,6thgcpRmjy46aXmrWyprn7,0.653,0.157,0.945,0.614,139.518
1329,Depeche Mode,Shake the Disease,7L2iZa0yNoW8DSwCs2OAw3,0.373,0.443,0.649,0.618,117.038
1330,Depeche Mode,Walking in My Shoes,0VokHXtSNOpnlMWDMT9kPD,0.702,0.0888,0.483,0.535,93.083
1331,Dire Straits,Sultans of Swing,6cr6UDpkjEaMQ80OjWqEBQ,0.868,0.0632,0.923,0.73,148.217
1332,Dobri Isak,Plakati Su Ikone,,,,,,
1333,Doja Cat,Better Than Me,1ZiJGdjNtvgngdT3wRKVqS,0.758,0.284,0.525,0.674,129.946
1334,Doja Cat,Like That (feat. Gucci Mane),4EivmOT13NMpNSfTKn9p4s,0.499,0.24,0.405,0.879,106.043
1335,Don McLean,American Pie,1fDsrQ23eTAVFElUMaf38X,0.481,0.699,0.491,0.531,138.45
1336,Dream, Ivory,1VqYfdsorchSvhXW6gtBzo,0.568,0.0796,0.193,0.537,120.064
1337,Dua Lipa,Hotter than Hell,5eTNdkstwKaNahHf41fJ9u,0.868,0.011,0.529,0.532,110.127
1338,Eagles,After the Thrill Is Gone - 2013 Remaster,73gx888k1raTwjFeuqIV5D,0.358,0.407,0.405,0.572,77.232
1339,Eagles,Lyin' Eyes,5lQKRR3MdJLtAwNBiT8Cq0,0.673,0.203,0.867,0.669,132.68
1340,Easy Life,Nice Guys,75QhoHSQuCoYlPxrNGk25i,0.649,0.271,0.535,0.71,114.089
1341,Easy Life,Temporary Love Part 1,4eVmvnQWS3zFwVNnNjE0lP,0.727,0.831,0.319,0.526,163.931
1342,Echo & the Bunnymen,Monkeys,0c0lIYAiBu8D9Q5lW0pKiZ,0.788,5.16e-05,0.828,0.507,133.727
1343,Echo & the Bunnymen,Pride,1SWSRwUSqb6W3BwknXPVF3,0.702,0.0017,0.741,0.478,142.096
1344,Echo & the Bunnymen,Rescue,7kdtUA19OnSpmQEOtelaC9,0.743,0.0188,0.794,0.575,139.41
1345,Echo & the Bunnymen,The Killing Moon,15049rGLXHwrWtE4euUb5C,0.85,0.132,0.71,0.522,124.216
1346,Echo Nebraska,New Disguise,1oJXna9F2MU3OP01t1BwF4,0.836,0.00594,0.402,0.332,185.702
1347,Ellie Goulding,On My Mind,5a7NdkF09AfD0H607eiOkX,0.705,0.258,0.743,0.702,154.911
1348,Elton John,Sacrifice,0e3yhVeNaTfKIWQRw9U9sY,0.422,0.0165,0.487,0.756,112.751
1349,Eminem,'Till I Collapse,4xkOaSrkexMciUUogZKVTS,0.847,0.0622,0.1,0.548,171.447
1350,Far Caspian,Conversations,5GIG1sTCCnFXxGRaoJkXAU,0.687,0.0334,0.761,0.692,151.977
1351,Fern Dells,Wasn't Enough,,,,,,
1352,Fossils,Dekho Manashi,6zfWbuo45Z7eQLS54NIk0i,0.428,0.251,0.211,0.389,116.5
1353,Frank Sinatra,Fly Me to the Moon,5b7OgznPJJr1vHNYGyvxau,0.26,0.453,0.368,0.668,119.416
1354,Franz Ferdinand,Cheating on You,0s0wi2I89hUQTRike1aBbW,0.897,1.54e-05,0.496,0.281,156.063
1355,Franz Ferdinand,Jacqueline,1O39y8Q6ieIxlMtK7GH8rj,0.696,0.00011,0.358,0.309,152.568
1356,fun.,We Are Young (feat. Janelle MonÃ¡e),,,,,,
1357,Funkadelic,Maggot Brain,3utrFnKNa1QSmUIm8QxHEC,0.353,0.777,0.19,0.3,134.912
1358,Ghostly Kisses,Such Words (Acoustic),7fH1X2CUE0LpIE8VIzHYUJ,0.104,0.983,0.235,0.507,119.011
1359,Gnarls Barkley,Crazy,2N5zMZX7YeL1tico8oQxa9,0.741,0.0172,0.612,0.835,111.963
1360,Gorillaz,Dirty Harry,2bfGNzdiRa1jXZRdfssSzR,0.877,0.0315,0.865,0.625,192.296
1361,Guns N' Roses,Don't Cry,,,,,,
1362,Guns N' Roses,It's So Easy,58YL9Jo1T0wyijCOZWRmyL,0.989,0.0207,0.216,0.387,150.763
1363,Guns N' Roses,Mr. Brownstone,65G4Ib3w7tgLjUkO5GseN0,0.974,0.0307,0.527,0.491,106.281
1364,Guns N' Roses,November Rain,3YRCqOhFifThpSRFJ1VWFM,0.641,0.0163,0.226,0.294,79.759
1365,Guns N' Roses,Welcome to the Jungle,0G21yYKMZoHa30cYVi1iA8,0.987,0.0195,0.316,0.453,123.544
1366,Halsey,Castle,16w8ZGVSjI4TlTLV8VimBY,0.571,0.25,0.164,0.626,129.959
1367,Halsey,Hurricane,5Dg2h1wsm7ZijCo0yLmbvR,0.83,0.00823,0.486,0.586,120.017
1368,Have a Nice Life,Earthmover,77yGZRjuWfSzbDT0ROSSUG,0.557,0.037,0.0445,0.347,120.024
1369,Have a Nice Life,I Don't Love,1AOisyOwLgQ7EveVBCo0GG,0.479,0.215,0.116,0.374,99.969
1370,Horsebeach,Intro,3uS4bFAKUfxNsbbylnkeA3,0.523,0.619,0.307,0.411,176.169
1371,Horsebeach,Vanessa,3dKGSs6F621g1lYNqwbNE6,0.618,0.0858,0.568,0.54,182.111
1372,JAY-Z,Empire State of Mind,2igwFfvr1OAGX9SKDCPBwO,0.956,0.0295,0.811,0.491,173.585
1373,Jay-Z and Linkin Park,Numb/Encore,,,,,,
